joinfield,score_generic,score_black,score_latino,se_generic,se_black,se_latino,n_races_generic,n_races_black,n_races_latino,n_labeled_generic,n_labeled_black,n_labeled_latino
CITY OF CHICAGO:WARD 48 PRECINCT 28,38.24,42.94,38.5,1.86,2.65,3.1,7,3,3,2984,1444,1049
CITY OF CHICAGO:WARD 48 PRECINCT 29,-22.31,-17.5,-41.4,2.54,3.78,4.09,7,3,3,1582,701,617
CITY OF CHICAGO:WARD 48 PRECINCT 30,18.63,21.04,15.63,1.71,2.41,2.85,7,3,3,3545,1739,1248
CITY OF CHICAGO:WARD 48 PRECINCT 31,33.22,45.92,27.13,1.82,2.52,3.07,7,3,3,3156,1589,1083
CITY OF CHICAGO:WARD 48 PRECINCT 32,17.61,20.15,15.78,2.12,2.96,3.56,7,3,3,2356,1182,801
CITY OF CHICAGO:WARD 48 PRECINCT 33,-24.6,-22.77,-30.46,2.58,3.85,4.1,7,3,3,1559,690,623
CITY OF CHICAGO:WARD 48 PRECINCT 34,32.39,36.53,32.77,1.96,2.81,3.23,7,3,3,2668,1279,969
CITY OF CHICAGO:WARD 48 PRECINCT 35,16.98,26.04,10.72,1.59,2.18,2.67,7,3,3,4152,2131,1407
CITY OF CHICAGO:WARD 49 PRECINCT 01,14.06,19.01,4.95,1.59,2.41,2.54,7,3,3,4114,1751,1624
CITY OF CHICAGO:WARD 49 PRECINCT 02,14.36,17.44,9.05,1.65,2.49,2.66,7,3,3,3820,1637,1485
CITY OF CHICAGO:WARD 49 PRECINCT 03,14.69,16.15,11.7,1.45,2.12,2.37,7,3,3,4976,2262,1839
CITY OF CHICAGO:WARD 49 PRECINCT 04,39.05,43.65,33.82,1.44,2.11,2.36,7,3,3,4903,2252,1810
CITY OF CHICAGO:WARD 49 PRECINCT 05,26.85,28.92,24.89,1.5,2.11,2.49,7,3,3,4594,2269,1614
CITY OF CHICAGO:WARD 49 PRECINCT 06,15.72,17.59,13.19,4.3,7.63,6.18,7,3,3,933,173,497
CITY OF CHICAGO:WARD 49 PRECINCT 07,24.26,27.13,21.21,1.42,2.06,2.32,7,3,3,5079,2367,1890
CITY OF CHICAGO:WARD 49 PRECINCT 08,39.17,44.58,36.49,1.33,1.89,2.19,7,3,3,5780,2802,2089
CITY OF CHICAGO:WARD 49 PRECINCT 09,37.68,42.73,34.67,1.4,2.09,2.28,7,3,3,5273,2322,1947
CITY OF CHICAGO:WARD 49 PRECINCT 10,24.14,25.9,24.48,1.78,2.52,2.94,7,3,3,3228,1576,1168
CITY OF CHICAGO:WARD 49 PRECINCT 11,17.76,20.98,14.71,1.67,2.48,2.69,7,3,3,3708,1643,1437
CITY OF CHICAGO:WARD 49 PRECINCT 12,16.24,19.28,11.49,1.79,2.71,2.85,7,3,3,3333,1394,1350
CITY OF CHICAGO:WARD 49 PRECINCT 13,25.05,26.56,23.7,1.52,2.29,2.43,7,3,3,4399,1908,1732
CITY OF CHICAGO:WARD 49 PRECINCT 14,24.2,28.86,17.91,1.37,2.01,2.24,7,3,3,5486,2508,2040
CITY OF CHICAGO:WARD 49 PRECINCT 15,31.38,35.19,29.76,1.44,2.07,2.36,7,3,3,4950,2347,1815
CITY OF CHICAGO:WARD 49 PRECINCT 16,36.2,44.17,30.85,1.48,2.21,2.41,7,3,3,4656,2069,1753
CITY OF CHICAGO:WARD 49 PRECINCT 17,38.36,40.99,37.28,1.45,2.08,2.4,7,3,3,4899,2318,1751
CITY OF CHICAGO:WARD 50 PRECINCT 01,-54.98,-74.24,-45.85,1.75,2.5,2.81,7,3,3,3342,1631,1281
CITY OF CHICAGO:WARD 50 PRECINCT 02,-38.52,-56.2,-30.52,1.9,2.73,3.09,7,3,3,2878,1395,1075
CITY OF CHICAGO:WARD 50 PRECINCT 03,-31.93,-47.37,-24.42,2.21,3.06,3.65,7,3,3,2169,1114,771
CITY OF CHICAGO:WARD 50 PRECINCT 04,1.13,-3.59,6.88,2.22,3.31,3.61,7,3,3,2243,971,894
CITY OF CHICAGO:WARD 50 PRECINCT 05,-19.46,-30.91,-12.55,1.67,2.44,2.71,7,3,3,3725,1736,1403
CITY OF CHICAGO:WARD 50 PRECINCT 06,1.19,7.29,-1.63,2.57,3.78,4.17,7,3,3,1576,712,605
CITY OF CHICAGO:WARD 50 PRECINCT 07,7.6,7.52,9.7,1.61,2.37,2.58,7,3,3,3975,1814,1561
CITY OF CHICAGO:WARD 50 PRECINCT 08,16.79,18.44,18.04,1.97,2.95,3.15,7,3,3,2746,1177,1115
CITY OF CHICAGO:WARD 50 PRECINCT 09,-48.9,-58.1,-50.52,3.35,5.16,5.21,7,3,3,948,390,406
CITY OF CHICAGO:WARD 50 PRECINCT 10,-42.9,-57.37,-36.33,2.18,3.11,3.53,7,3,3,2204,1074,841
CITY OF CHICAGO:WARD 50 PRECINCT 11,-62.76,-80.29,-55.26,1.71,2.35,2.83,7,3,3,3601,1855,1290
CITY OF CHICAGO:WARD 50 PRECINCT 12,-41.71,-52.9,-32.95,5.55,5.18,9.87,7,3,3,564,412,126
CITY OF CHICAGO:WARD 50 PRECINCT 13,9.38,6.81,14.78,1.89,2.75,3.07,7,3,3,2979,1390,1133
CITY OF CHICAGO:WARD 50 PRECINCT 14,-38.91,-50.78,-37.16,3.87,5.61,6.36,7,3,3,719,346,259
CITY OF CHICAGO:WARD 50 PRECINCT 15,9.6,2.74,18.31,1.89,2.77,3.03,7,3,3,2955,1342,1168
CITY OF CHICAGO:WARD 50 PRECINCT 16,-50.9,-66.76,-42.95,3.97,5.67,6.54,7,3,3,706,332,272
CITY OF CHICAGO:WARD 50 PRECINCT 17,-1.97,-10.69,8.55,2.86,4.49,4.45,7,3,3,1399,552,604
CITY OF CHICAGO:WARD 50 PRECINCT 18,-67.2,-81.04,-68.6,4.47,6.82,7.13,7,3,3,524,218,210
CITY OF CHICAGO:WARD 50 PRECINCT 19,21.19,16.92,29.3,3.08,4.66,4.83,7,3,3,1131,482,480
CITY OF CHICAGO:WARD 50 PRECINCT 20,3.71,1.28,11.86,3.09,4.67,4.8,7,3,3,1108,474,478
CITY OF CHICAGO:WARD 50 PRECINCT 21,16.84,13.99,23.08,2.17,3.17,3.48,7,3,3,2223,1030,871
CITY OF CHICAGO:WARD 50 PRECINCT 22,-48.09,-65.65,-38.32,1.78,2.54,2.89,7,3,3,3397,1660,1270
CITY OF CHICAGO:WARD 50 PRECINCT 23,-18.94,-31.29,-8.75,2.17,3.16,3.52,7,3,3,2366,1071,943
CITY OF CHICAGO:WARD 50 PRECINCT 24,-60.02,-84.17,-44.62,1.63,2.31,2.63,7,3,3,3971,1985,1490
CITY OF CHICAGO:WARD 50 PRECINCT 25,-28.19,-35.95,-19.63,4.5,6.58,7.33,7,3,3,561,265,212
CITY OF CHICAGO:WARD 50 PRECINCT 26,-30.31,-47.55,-18.65,2.9,4.26,4.63,7,3,3,1298,596,522
CITY OF CHICAGO:WARD 50 PRECINCT 27,-32.47,-37.73,-28.33,4.17,6.01,6.89,7,3,3,638,310,226
CITY OF CHICAGO:WARD 50 PRECINCT 28,-5.24,-0.72,-8.25,1.84,2.73,2.97,7,3,3,3161,1397,1234
